SKU,Discount,Timestamp
SKU8,10,2024-04-02 18:06:59
SKU9,0,2024-04-02 18:06:59
SKU10,20,2024-04-02 18:06:59
SKU11,10,2024-04-02 18:06:59
SKU12,20,2024-04-02 18:07:00
SKU13,10,2024-04-02 18:07:00
SKU14,10,2024-04-02 18:07:00
SKU15,10,2024-04-02 18:07:01
SKU16,20,2024-04-02 18:07:01
SKU17,20,2024-04-02 18:07:01
SKU18,10,2024-04-02 18:07:01
SKU19,20,2024-04-02 18:07:02
SKU20,0,2024-04-02 18:07:02
SKU21,10,2024-04-02 18:07:02
SKU22,0,2024-04-02 18:07:02
SKU23,0,2024-04-02 18:07:03
SKU24,10,2024-04-02 18:07:03
SKU25,10,2024-04-02 18:07:03
SKU26,20,2024-04-02 18:07:03
SKU27,20,2024-04-02 18:07:04
SKU28,0,2024-04-02 18:07:04
SKU29,20,2024-04-02 18:07:04
SKU30,0,2024-04-02 18:07:05
SKU31,20,2024-04-02 18:07:05
SKU32,20,2024-04-02 18:07:05
SKU33,10,2024-04-02 18:07:05
SKU34,20,2024-04-02 18:07:06
SKU35,10,2024-04-02 18:07:06
SKU36,20,2024-04-02 18:07:06
SKU37,20,2024-04-02 18:07:07
SKU38,10,2024-04-02 18:07:07
SKU39,20,2024-04-02 18:07:07
SKU40,20,2024-04-02 18:07:08
SKU41,20,2024-04-02 18:07:08
SKU42,10,2024-04-02 18:07:08
SKU43,0,2024-04-02 18:07:08
SKU44,20,2024-04-02 18:07:09
SKU45,0,2024-04-02 18:07:09
SKU46,20,2024-04-02 18:07:09
SKU47,20,2024-04-02 18:07:10
SKU48,20,2024-04-02 18:07:10
SKU49,0,2024-04-02 18:07:10
SKU50,20,2024-04-02 18:07:10
SKU51,0,2024-04-02 18:07:11
SKU52,20,2024-04-02 18:07:11
SKU53,20,2024-04-02 18:07:11
SKU54,10,2024-04-02 18:07:11
SKU55,10,2024-04-02 18:07:12
SKU56,20,2024-04-02 18:07:12
SKU57,20,2024-04-02 18:07:12
SKU58,20,2024-04-02 18:07:12
SKU59,20,2024-04-02 18:07:13
SKU60,10,2024-04-02 18:07:13
SKU61,0,2024-04-02 18:07:13
SKU62,20,2024-04-02 18:07:14
SKU63,20,2024-04-02 18:07:14
SKU64,10,2024-04-02 18:07:14
SKU65,10,2024-04-02 18:07:14
SKU66,20,2024-04-02 18:07:15
SKU67,10,2024-04-02 18:07:15
SKU68,20,2024-04-02 18:07:15
SKU69,0,2024-04-02 18:07:15
SKU70,0,2024-04-02 18:07:16
SKU71,10,2024-04-02 18:07:16
SKU72,20,2024-04-02 18:07:16
SKU73,10,2024-04-02 18:07:17
SKU74,10,2024-04-02 18:07:17
SKU75,20,2024-04-02 18:07:17
SKU76,20,2024-04-02 18:07:18
SKU77,10,2024-04-02 18:07:18
SKU78,10,2024-04-02 18:07:18
SKU79,0,2024-04-02 18:07:18
SKU80,0,2024-04-02 18:07:19
SKU81,20,2024-04-02 18:07:19
SKU82,20,2024-04-02 18:07:19
SKU83,10,2024-04-02 18:07:19
SKU84,20,2024-04-02 18:07:20
SKU85,10,2024-04-02 18:07:20
SKU86,20,2024-04-02 18:07:20
SKU87,10,2024-04-02 18:07:20
SKU88,20,2024-04-02 18:07:21
SKU89,20,2024-04-02 18:07:21
SKU90,0,2024-04-02 18:07:21
SKU91,0,2024-04-02 18:07:21
SKU92,10,2024-04-02 18:07:22
SKU93,20,2024-04-02 18:07:22
SKU94,20,2024-04-02 18:07:22
SKU95,20,2024-04-02 18:07:22
SKU96,20,2024-04-02 18:07:23
SKU97,20,2024-04-02 18:07:23
SKU98,20,2024-04-02 18:07:23
SKU99,20,2024-04-02 18:07:23
SKU0,20,2024-04-10 18:49:32
SKU1,20,2024-04-10 18:49:33
SKU2,10,2024-04-10 18:49:33
SKU3,20,2024-04-10 18:49:34
SKU4,10,2024-04-10 18:49:34
SKU5,20,2024-04-10 18:49:34
SKU6,10,2024-04-10 18:49:35
SKU7,20,2024-04-10 18:49:35
SKU8,20,2024-04-10 18:49:35
SKU9,10,2024-04-10 18:49:36
SKU10,0,2024-04-10 18:49:36
SKU11,20,2024-04-10 18:49:36
SKU12,10,2024-04-10 18:49:37
SKU13,0,2024-04-10 18:49:37
SKU14,10,2024-04-10 18:49:37
SKU15,20,2024-04-10 18:49:38
SKU16,20,2024-04-10 18:49:38
SKU17,20,2024-04-10 18:49:38
SKU18,10,2024-04-10 18:49:39
SKU19,20,2024-04-10 18:49:39
SKU20,10,2024-04-10 18:49:39
SKU21,20,2024-04-10 18:49:40
SKU22,20,2024-04-10 18:49:40
SKU23,10,2024-04-10 18:49:40
SKU24,10,2024-04-10 18:49:41
SKU25,20,2024-04-10 18:49:41
SKU26,0,2024-04-10 18:49:41
SKU27,10,2024-04-10 18:49:42
SKU28,0,2024-04-10 18:49:42
SKU29,0,2024-04-10 18:49:42
SKU30,0,2024-04-10 18:49:43
SKU31,10,2024-04-10 18:49:43
SKU32,10,2024-04-10 18:49:44
SKU33,20,2024-04-10 18:49:44
SKU34,20,2024-04-10 18:49:44
SKU35,0,2024-04-10 18:49:45
SKU36,10,2024-04-10 18:49:45
SKU37,0,2024-04-10 18:49:45
SKU38,20,2024-04-10 18:49:46
SKU39,10,2024-04-10 18:49:46
SKU40,20,2024-04-10 18:49:46
SKU41,10,2024-04-10 18:49:47
SKU42,20,2024-04-10 18:49:47
SKU43,0,2024-04-10 18:49:47
SKU44,10,2024-04-10 18:49:48
SKU45,0,2024-04-10 18:49:48
SKU46,20,2024-04-10 18:49:48
SKU47,20,2024-04-10 18:49:49
SKU48,10,2024-04-10 18:49:49
SKU49,0,2024-04-10 18:49:49
SKU50,20,2024-04-10 18:49:50
SKU51,20,2024-04-10 18:49:50
SKU52,0,2024-04-10 18:49:50
SKU53,20,2024-04-10 18:49:51
SKU54,0,2024-04-10 18:49:51
SKU55,0,2024-04-10 18:49:51
SKU56,20,2024-04-10 18:49:52
SKU57,20,2024-04-10 18:49:52
SKU58,20,2024-04-10 18:49:52
SKU59,10,2024-04-10 18:49:53
SKU60,0,2024-04-10 18:49:53
SKU61,10,2024-04-10 18:49:53
SKU62,20,2024-04-10 18:49:54
SKU63,20,2024-04-10 18:49:54
SKU64,0,2024-04-10 18:49:54
SKU65,20,2024-04-10 18:49:55
SKU66,20,2024-04-10 18:49:55
SKU67,0,2024-04-10 18:49:55
SKU68,10,2024-04-10 18:49:56
SKU69,20,2024-04-10 18:49:56
SKU70,20,2024-04-10 18:49:56
SKU71,0,2024-04-10 18:49:57
SKU72,20,2024-04-10 18:49:57
SKU73,10,2024-04-10 18:49:57
SKU74,20,2024-04-10 18:49:58
SKU75,10,2024-04-10 18:49:58
SKU76,10,2024-04-10 18:49:58
SKU77,0,2024-04-10 18:49:59
SKU78,0,2024-04-10 18:49:59
SKU79,20,2024-04-10 18:49:59
SKU80,20,2024-04-10 18:50:00
SKU81,0,2024-04-10 18:50:00
SKU82,0,2024-04-10 18:50:00
SKU83,20,2024-04-10 18:50:01
SKU84,20,2024-04-10 18:50:01
SKU85,20,2024-04-10 18:50:01
SKU86,0,2024-04-10 18:50:02
SKU87,10,2024-04-10 18:50:02
SKU88,20,2024-04-10 18:50:02
SKU89,0,2024-04-10 18:50:03
SKU90,20,2024-04-10 18:50:03
SKU91,20,2024-04-10 18:50:03
SKU92,10,2024-04-10 18:50:04
SKU93,20,2024-04-10 18:50:04
SKU94,20,2024-04-10 18:50:05
SKU95,20,2024-04-10 18:50:05
SKU96,10,2024-04-10 18:50:05
SKU97,20,2024-04-10 18:50:05
SKU98,10,2024-04-10 18:50:06
SKU99,0,2024-04-10 18:50:06
,,2024-04-10 18:50:18
SKU0,20,2024-04-10 18:57:06
SKU1,20,2024-04-10 18:57:06
SKU2,10,2024-04-10 18:57:07
SKU3,20,2024-04-10 18:57:07
SKU4,10,2024-04-10 18:57:07
SKU5,20,2024-04-10 18:57:08
SKU6,10,2024-04-10 18:57:08
SKU7,20,2024-04-10 18:57:08
SKU8,20,2024-04-10 18:57:09
SKU9,10,2024-04-10 18:57:09
SKU10,0,2024-04-10 18:57:09
SKU11,20,2024-04-10 18:57:10
SKU12,10,2024-04-10 18:57:10
SKU13,0,2024-04-10 18:57:10
SKU14,10,2024-04-10 18:57:11
SKU15,20,2024-04-10 18:57:11
SKU16,20,2024-04-10 18:57:11
SKU17,20,2024-04-10 18:57:12
SKU18,10,2024-04-10 18:57:12
SKU19,20,2024-04-10 18:57:12
SKU20,10,2024-04-10 18:57:13
SKU21,20,2024-04-10 18:57:13
SKU22,20,2024-04-10 18:57:13
SKU23,10,2024-04-10 18:57:14
SKU24,10,2024-04-10 18:57:14
SKU25,20,2024-04-10 18:57:14
SKU26,0,2024-04-10 18:57:15
SKU27,10,2024-04-10 18:57:15
SKU28,0,2024-04-10 18:57:15
SKU29,0,2024-04-10 18:57:16
SKU30,0,2024-04-10 18:57:16
SKU31,10,2024-04-10 18:57:16
SKU32,10,2024-04-10 18:57:17
SKU33,20,2024-04-10 18:57:17
SKU34,20,2024-04-10 18:57:18
SKU35,0,2024-04-10 18:57:18
SKU36,10,2024-04-10 18:57:18
SKU37,0,2024-04-10 18:57:19
SKU38,20,2024-04-10 18:57:19
SKU39,10,2024-04-10 18:57:19
SKU40,20,2024-04-10 18:57:20
SKU41,10,2024-04-10 18:57:20
SKU42,20,2024-04-10 18:57:20
SKU43,0,2024-04-10 18:57:21
SKU44,10,2024-04-10 18:57:21
SKU45,0,2024-04-10 18:57:21
SKU46,20,2024-04-10 18:57:22
SKU47,20,2024-04-10 18:57:22
SKU48,10,2024-04-10 18:57:22
SKU49,0,2024-04-10 18:57:23
SKU50,20,2024-04-10 18:57:23
SKU51,20,2024-04-10 18:57:23
SKU52,0,2024-04-10 18:57:24
SKU53,20,2024-04-10 18:57:24
SKU54,0,2024-04-10 18:57:24
SKU55,0,2024-04-10 18:57:25
SKU56,20,2024-04-10 18:57:25
SKU57,20,2024-04-10 18:57:25
SKU58,20,2024-04-10 18:57:26
SKU59,10,2024-04-10 18:57:26
SKU60,0,2024-04-10 18:57:26
SKU61,10,2024-04-10 18:57:27
SKU62,20,2024-04-10 18:57:27
SKU63,20,2024-04-10 18:57:28
SKU64,0,2024-04-10 18:57:28
SKU65,20,2024-04-10 18:57:28
SKU66,20,2024-04-10 18:57:29
SKU67,0,2024-04-10 18:57:29
SKU68,10,2024-04-10 18:57:29
SKU69,20,2024-04-10 18:57:30
SKU70,20,2024-04-10 18:57:30
SKU71,0,2024-04-10 18:57:30
SKU72,20,2024-04-10 18:57:31
SKU73,10,2024-04-10 18:57:31
SKU74,20,2024-04-10 18:57:31
SKU75,10,2024-04-10 18:57:32
SKU76,10,2024-04-10 18:57:32
SKU77,0,2024-04-10 18:57:32
SKU78,0,2024-04-10 18:57:32
SKU79,20,2024-04-10 18:57:33
SKU80,20,2024-04-10 18:57:33
SKU81,0,2024-04-10 18:57:33
SKU82,0,2024-04-10 18:57:34
SKU83,20,2024-04-10 18:57:34
SKU84,20,2024-04-10 18:57:35
SKU85,20,2024-04-10 18:57:35
SKU86,0,2024-04-10 18:57:35
SKU87,10,2024-04-10 18:57:36
SKU88,20,2024-04-10 18:57:36
SKU89,0,2024-04-10 18:57:36
SKU90,20,2024-04-10 18:57:37
SKU91,20,2024-04-10 18:57:37
SKU92,10,2024-04-10 18:57:37
SKU93,20,2024-04-10 18:57:38
SKU94,20,2024-04-10 18:57:38
SKU95,20,2024-04-10 18:57:38
SKU96,10,2024-04-10 18:57:39
SKU97,20,2024-04-10 18:57:39
SKU98,10,2024-04-10 18:57:39
SKU99,0,2024-04-10 18:57:40
SKU0,20,2024-04-10 18:59:24
SKU1,20,2024-04-10 18:59:25
SKU2,10,2024-04-10 18:59:25
SKU3,20,2024-04-10 18:59:25
SKU4,10,2024-04-10 18:59:26
SKU5,20,2024-04-10 18:59:26
SKU6,10,2024-04-10 18:59:26
SKU7,20,2024-04-10 18:59:27
SKU8,20,2024-04-10 18:59:27
SKU9,10,2024-04-10 18:59:27
SKU10,0,2024-04-10 18:59:28
SKU11,20,2024-04-10 18:59:28
SKU12,10,2024-04-10 18:59:28
SKU13,0,2024-04-10 18:59:29
SKU14,10,2024-04-10 18:59:29
SKU15,20,2024-04-10 18:59:29
SKU16,20,2024-04-10 18:59:30
SKU17,20,2024-04-10 18:59:30
SKU18,10,2024-04-10 18:59:30
SKU19,20,2024-04-10 18:59:31
SKU20,10,2024-04-10 18:59:31
SKU21,20,2024-04-10 18:59:31
SKU22,20,2024-04-10 18:59:32
SKU23,10,2024-04-10 18:59:32
SKU24,10,2024-04-10 18:59:32
SKU25,20,2024-04-10 18:59:33
SKU26,0,2024-04-10 18:59:33
SKU27,10,2024-04-10 18:59:33
SKU28,0,2024-04-10 18:59:34
SKU29,0,2024-04-10 18:59:34
SKU30,0,2024-04-10 18:59:35
SKU31,10,2024-04-10 18:59:35
SKU32,10,2024-04-10 18:59:36
SKU33,20,2024-04-10 18:59:36
SKU34,20,2024-04-10 18:59:36
SKU35,0,2024-04-10 18:59:37
SKU36,10,2024-04-10 18:59:37
SKU37,0,2024-04-10 18:59:37
SKU38,20,2024-04-10 18:59:38
SKU39,10,2024-04-10 18:59:38
SKU40,20,2024-04-10 18:59:38
SKU41,10,2024-04-10 18:59:39
SKU42,20,2024-04-10 18:59:39
SKU43,0,2024-04-10 18:59:39
SKU44,10,2024-04-10 18:59:40
SKU45,0,2024-04-10 18:59:40
SKU46,20,2024-04-10 18:59:40
SKU47,20,2024-04-10 18:59:41
SKU48,10,2024-04-10 18:59:41
SKU49,0,2024-04-10 18:59:41
SKU50,20,2024-04-10 18:59:42
SKU51,20,2024-04-10 18:59:42
SKU52,0,2024-04-10 18:59:42
SKU53,20,2024-04-10 18:59:43
SKU54,0,2024-04-10 18:59:43
SKU55,0,2024-04-10 18:59:43
SKU56,20,2024-04-10 18:59:44
SKU57,20,2024-04-10 18:59:44
SKU58,20,2024-04-10 18:59:44
SKU59,10,2024-04-10 18:59:45
SKU60,0,2024-04-10 18:59:45
SKU61,10,2024-04-10 18:59:45
SKU62,20,2024-04-10 18:59:46
SKU63,20,2024-04-10 18:59:46
SKU64,0,2024-04-10 18:59:46
SKU65,20,2024-04-10 18:59:47
SKU66,20,2024-04-10 18:59:47
SKU67,0,2024-04-10 18:59:47
SKU68,10,2024-04-10 18:59:48
SKU69,20,2024-04-10 18:59:48
SKU70,20,2024-04-10 18:59:48
SKU71,0,2024-04-10 18:59:49
SKU72,20,2024-04-10 18:59:49
SKU73,10,2024-04-10 18:59:49
SKU74,20,2024-04-10 18:59:50
SKU75,10,2024-04-10 18:59:50
SKU76,10,2024-04-10 18:59:50
SKU77,0,2024-04-10 18:59:51
SKU78,0,2024-04-10 18:59:51
SKU79,20,2024-04-10 18:59:51
SKU80,20,2024-04-10 18:59:52
SKU81,0,2024-04-10 18:59:52
SKU82,0,2024-04-10 18:59:52
SKU83,20,2024-04-10 18:59:53
SKU84,20,2024-04-10 18:59:53
SKU85,20,2024-04-10 18:59:53
SKU86,0,2024-04-10 18:59:54
SKU87,10,2024-04-10 18:59:54
SKU88,20,2024-04-10 18:59:54
SKU89,0,2024-04-10 18:59:55
SKU90,20,2024-04-10 18:59:55
SKU91,20,2024-04-10 18:59:55
SKU92,10,2024-04-10 18:59:56
SKU93,20,2024-04-10 18:59:56
SKU94,20,2024-04-10 18:59:57
SKU95,20,2024-04-10 18:59:57
SKU96,10,2024-04-10 18:59:57
SKU97,20,2024-04-10 18:59:58
SKU98,10,2024-04-10 18:59:58
SKU99,0,2024-04-10 18:59:58
,,2024-04-10 19:00:31
SKU0,20,2024-04-10 19:39:07
SKU1,20,2024-04-10 19:39:08
SKU2,10,2024-04-10 19:39:08
SKU3,20,2024-04-10 19:39:09
SKU4,10,2024-04-10 19:39:09
SKU5,20,2024-04-10 19:39:09
SKU6,10,2024-04-10 19:39:10
SKU7,20,2024-04-10 19:39:10
SKU8,20,2024-04-10 19:39:10
SKU9,10,2024-04-10 19:39:10
SKU10,0,2024-04-10 19:39:11
SKU11,20,2024-04-10 19:39:11
SKU12,10,2024-04-10 19:39:11
SKU13,0,2024-04-10 19:39:12
SKU14,10,2024-04-10 19:39:12
SKU15,20,2024-04-10 19:39:13
SKU16,20,2024-04-10 19:39:13
SKU17,20,2024-04-10 19:39:13
SKU18,10,2024-04-10 19:39:14
SKU19,20,2024-04-10 19:39:14
SKU20,10,2024-04-10 19:39:14
SKU21,20,2024-04-10 19:39:14
SKU22,20,2024-04-10 19:39:15
SKU23,10,2024-04-10 19:39:15
SKU24,10,2024-04-10 19:39:16
SKU25,20,2024-04-10 19:39:16
SKU26,0,2024-04-10 19:39:16
SKU27,10,2024-04-10 19:39:17
SKU28,0,2024-04-10 19:39:17
SKU29,0,2024-04-10 19:39:17
SKU30,0,2024-04-10 19:39:18
SKU31,10,2024-04-10 19:39:18
SKU32,10,2024-04-10 19:39:19
SKU33,20,2024-04-10 19:39:19
SKU34,20,2024-04-10 19:39:19
SKU35,0,2024-04-10 19:39:20
SKU36,10,2024-04-10 19:39:20
SKU37,0,2024-04-10 19:39:20
SKU38,20,2024-04-10 19:39:21
SKU39,10,2024-04-10 19:39:21
SKU40,20,2024-04-10 19:39:21
SKU41,10,2024-04-10 19:39:22
SKU42,20,2024-04-10 19:39:22
SKU43,0,2024-04-10 19:39:22
SKU44,10,2024-04-10 19:39:23
SKU45,0,2024-04-10 19:39:23
SKU46,20,2024-04-10 19:39:23
SKU47,20,2024-04-10 19:39:24
SKU48,10,2024-04-10 19:39:24
SKU49,0,2024-04-10 19:39:24
SKU50,20,2024-04-10 19:39:25
SKU51,20,2024-04-10 19:39:25
SKU52,0,2024-04-10 19:39:25
SKU53,20,2024-04-10 19:39:26
SKU54,0,2024-04-10 19:39:26
SKU55,0,2024-04-10 19:39:26
SKU56,20,2024-04-10 19:39:27
SKU57,20,2024-04-10 19:39:27
SKU58,20,2024-04-10 19:39:27
SKU59,10,2024-04-10 19:39:28
SKU60,0,2024-04-10 19:39:28
SKU61,10,2024-04-10 19:39:28
SKU62,20,2024-04-10 19:39:29
SKU63,20,2024-04-10 19:39:29
SKU64,0,2024-04-10 19:39:29
SKU65,20,2024-04-10 19:39:30
SKU66,20,2024-04-10 19:39:30
SKU67,0,2024-04-10 19:39:31
SKU68,10,2024-04-10 19:39:31
SKU69,20,2024-04-10 19:39:31
SKU70,20,2024-04-10 19:39:31
SKU71,0,2024-04-10 19:39:32
SKU72,20,2024-04-10 19:39:32
SKU73,10,2024-04-10 19:39:33
SKU74,20,2024-04-10 19:39:33
SKU75,10,2024-04-10 19:39:33
SKU76,10,2024-04-10 19:39:34
SKU77,0,2024-04-10 19:39:34
SKU78,0,2024-04-10 19:39:34
SKU79,20,2024-04-10 19:39:34
SKU80,20,2024-04-10 19:39:35
SKU81,0,2024-04-10 19:39:35
SKU82,0,2024-04-10 19:39:35
SKU83,20,2024-04-10 19:39:36
SKU84,20,2024-04-10 19:39:36
SKU85,20,2024-04-10 19:39:36
SKU86,0,2024-04-10 19:39:37
SKU87,10,2024-04-10 19:39:37
SKU88,20,2024-04-10 19:39:37
SKU89,0,2024-04-10 19:39:38
SKU90,20,2024-04-10 19:39:38
SKU91,20,2024-04-10 19:39:38
SKU92,10,2024-04-10 19:39:39
SKU93,20,2024-04-10 19:39:39
SKU94,20,2024-04-10 19:39:39
SKU95,20,2024-04-10 19:39:40
SKU96,10,2024-04-10 19:39:40
SKU97,20,2024-04-10 19:39:41
SKU98,10,2024-04-10 19:39:41
SKU99,0,2024-04-10 19:39:41
,,2024-04-10 19:40:19
SKU0,10,2024-04-10 19:44:54
SKU1,10,2024-04-10 19:44:54
SKU2,20,2024-04-10 19:44:54
SKU3,20,2024-04-10 19:44:55
SKU4,20,2024-04-10 19:44:55
SKU5,20,2024-04-10 19:44:55
SKU6,0,2024-04-10 19:44:55
SKU7,20,2024-04-10 19:44:56
SKU8,20,2024-04-10 19:44:56
SKU9,10,2024-04-10 19:44:56
SKU10,20,2024-04-10 19:44:56
SKU11,0,2024-04-10 19:44:57
SKU12,20,2024-04-10 19:44:57
SKU13,20,2024-04-10 19:44:57
SKU14,20,2024-04-10 19:44:57
SKU15,20,2024-04-10 19:44:58
SKU16,20,2024-04-10 19:44:58
SKU17,20,2024-04-10 19:44:58
SKU18,20,2024-04-10 19:44:58
SKU19,10,2024-04-10 19:44:59
SKU20,0,2024-04-10 19:44:59
SKU21,20,2024-04-10 19:44:59
SKU22,20,2024-04-10 19:44:59
SKU23,10,2024-04-10 19:45:00
SKU24,20,2024-04-10 19:45:00
SKU25,10,2024-04-10 19:45:00
SKU26,20,2024-04-10 19:45:00
SKU27,20,2024-04-10 19:45:01
SKU28,10,2024-04-10 19:45:01
SKU29,20,2024-04-10 19:45:01
SKU30,20,2024-04-10 19:45:02
SKU31,20,2024-04-10 19:45:02
SKU32,10,2024-04-10 19:45:02
SKU33,20,2024-04-10 19:45:02
SKU34,20,2024-04-10 19:45:03
SKU35,10,2024-04-10 19:45:03
SKU36,0,2024-04-10 19:45:03
SKU37,0,2024-04-10 19:45:03
SKU38,10,2024-04-10 19:45:04
SKU39,10,2024-04-10 19:45:04
SKU40,20,2024-04-10 19:45:04
SKU41,20,2024-04-10 19:45:04
SKU42,20,2024-04-10 19:45:05
SKU43,10,2024-04-10 19:45:05
SKU44,0,2024-04-10 19:45:05
SKU45,20,2024-04-10 19:45:06
SKU46,10,2024-04-10 19:45:06
SKU47,20,2024-04-10 19:45:06
SKU48,20,2024-04-10 19:45:06
SKU49,10,2024-04-10 19:45:07
SKU50,10,2024-04-10 19:45:07
SKU51,10,2024-04-10 19:45:07
SKU52,20,2024-04-10 19:45:07
SKU53,20,2024-04-10 19:45:08
SKU54,10,2024-04-10 19:45:08
SKU55,20,2024-04-10 19:45:08
SKU56,20,2024-04-10 19:45:08
SKU57,10,2024-04-10 19:45:09
SKU58,20,2024-04-10 19:45:09
SKU59,20,2024-04-10 19:45:09
SKU60,20,2024-04-10 19:45:09
SKU61,20,2024-04-10 19:45:10
SKU62,0,2024-04-10 19:45:10
SKU63,20,2024-04-10 19:45:10
SKU64,20,2024-04-10 19:45:10
SKU65,10,2024-04-10 19:45:11
SKU66,20,2024-04-10 19:45:11
SKU67,20,2024-04-10 19:45:11
SKU68,10,2024-04-10 19:45:11
SKU69,0,2024-04-10 19:45:12
SKU70,20,2024-04-10 19:45:12
SKU71,20,2024-04-10 19:45:12
SKU72,20,2024-04-10 19:45:12
SKU73,20,2024-04-10 19:45:13
SKU74,10,2024-04-10 19:45:13
SKU75,10,2024-04-10 19:45:13
SKU76,20,2024-04-10 19:45:13
SKU77,10,2024-04-10 19:45:14
SKU78,20,2024-04-10 19:45:14
SKU79,20,2024-04-10 19:45:14
SKU80,20,2024-04-10 19:45:15
SKU81,10,2024-04-10 19:45:15
SKU82,20,2024-04-10 19:45:15
SKU83,20,2024-04-10 19:45:15
SKU84,20,2024-04-10 19:45:16
SKU85,10,2024-04-10 19:45:16
SKU86,20,2024-04-10 19:45:16
SKU87,20,2024-04-10 19:45:16
SKU88,20,2024-04-10 19:45:17
SKU89,10,2024-04-10 19:45:17
SKU90,20,2024-04-10 19:45:17
SKU91,0,2024-04-10 19:45:18
SKU92,0,2024-04-10 19:45:18
SKU93,10,2024-04-10 19:45:18
SKU94,20,2024-04-10 19:45:18
SKU95,0,2024-04-10 19:45:19
SKU96,10,2024-04-10 19:45:19
SKU97,10,2024-04-10 19:45:19
SKU98,20,2024-04-10 19:45:19
SKU99,10,2024-04-10 19:45:20
SKU0,10,2024-04-10 19:46:33
SKU1,10,2024-04-10 19:46:33
SKU2,20,2024-04-10 19:46:33
SKU3,20,2024-04-10 19:46:34
SKU4,20,2024-04-10 19:46:34
SKU5,20,2024-04-10 19:46:34
SKU6,0,2024-04-10 19:46:35
SKU7,20,2024-04-10 19:46:35
SKU8,20,2024-04-10 19:46:35
SKU9,10,2024-04-10 19:46:35
SKU10,20,2024-04-10 19:46:36
SKU11,0,2024-04-10 19:46:36
SKU12,20,2024-04-10 19:46:36
SKU13,20,2024-04-10 19:46:37
SKU14,20,2024-04-10 19:46:37
SKU15,20,2024-04-10 19:46:37
SKU16,20,2024-04-10 19:46:37
SKU17,20,2024-04-10 19:46:38
SKU18,20,2024-04-10 19:46:38
SKU19,10,2024-04-10 19:46:38
SKU20,0,2024-04-10 19:46:38
SKU21,20,2024-04-10 19:46:39
SKU22,20,2024-04-10 19:46:39
SKU23,10,2024-04-10 19:46:39
SKU24,20,2024-04-10 19:46:39
SKU25,10,2024-04-10 19:46:40
SKU26,20,2024-04-10 19:46:40
SKU27,20,2024-04-10 19:46:40
SKU28,10,2024-04-10 19:46:40
SKU29,20,2024-04-10 19:46:41
SKU30,20,2024-04-10 19:46:41
SKU31,20,2024-04-10 19:46:41
SKU32,10,2024-04-10 19:46:41
SKU33,20,2024-04-10 19:46:42
SKU34,20,2024-04-10 19:46:42
SKU35,10,2024-04-10 19:46:42
SKU36,0,2024-04-10 19:46:42
SKU37,0,2024-04-10 19:46:43
SKU38,10,2024-04-10 19:46:43
SKU39,10,2024-04-10 19:46:43
SKU40,20,2024-04-10 19:46:44
SKU41,20,2024-04-10 19:46:44
SKU42,20,2024-04-10 19:46:44
SKU43,10,2024-04-10 19:46:44
SKU44,0,2024-04-10 19:46:45
SKU45,20,2024-04-10 19:46:45
SKU46,10,2024-04-10 19:46:45
SKU47,20,2024-04-10 19:46:45
SKU48,20,2024-04-10 19:46:46
SKU49,10,2024-04-10 19:46:46
SKU50,10,2024-04-10 19:46:46
SKU51,10,2024-04-10 19:46:46
SKU52,20,2024-04-10 19:46:47
SKU53,20,2024-04-10 19:46:47
